,WSR0,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR_PK,WSR_AV,T0,T85,RH85,U85,V85,HT85,T70,RH70,U70,V70,HT70,RH50,U50,V50,KI,TT,SLP,SLP_,Precp,Result
3973,0.34966355973442065,0.9006728805311587,0.9241588993360517,0.8718038174769962,0.772476698008155,1.3248317798672105,1.0483177986721035,0.9724766980081552,1.772476698008155,2.170458056414679,3.1221402577425756,3.2731495785393134,2.623486018804893,2.224158899336052,1.8738224590704724,1.5751682201327897,3.3476449181409444,1.2489906792032621,18.714065691368674,16.647644918140944,0.13476449181409447,-3.2508139366159563,-2.4962577889397757,1530.0201864159349,8.897981358406524,0.16496635597344206,-1.734979315930574,-4.652813138273735,3160.755046603984,0.03503364402655793,0.5626785621675026,-5.393364402655793,-15.989971591818279,14.110701288712878,10138.792055033198,-5.0,0.0,1.0
3974,1.175166003160775,1.5013280252861994,1.0235059715530257,1.1228419589099263,1.9483399683922509,2.6745019905176752,3.34966799367845,3.8,4.04966799367845,4.724833996839225,4.5993359873569,4.374501990517675,3.5013280252861994,1.975166003160775,1.324833996839225,0.9490039810353506,4.74966799367845,2.024833996839225,26.829482085340924,20.129482085340925,0.6996679936784502,-0.6916467361523468,-2.4132271090467343,1552.6308101106272,8.377158041090073,0.6827490047411623,-2.1528818072697824,-0.643545819912882,3195.4023905215276,0.1426826034768524,-4.316772928959616,-2.841699879967605,34.0756972512816,47.11274900474116,10136.241699841961,11.241699841961255,0.0,1.0
3975,0.669904762818168,0.7079619051272672,1.8238857153818016,1.4159238102545344,1.2460190474363664,1.269904762818168,1.5141714269272977,1.4460190474363663,1.3539809525636335,2.3159238102545343,2.8159238102545343,3.247771430763603,3.4017523833272367,2.569904762818168,2.2238857153818015,2.077866667945435,3.4017523833272367,1.5079619051272672,25.660190474363663,18.26815237949093,0.5615923810254534,-1.2824038075691204,0.08078095448178646,1549.8718095064548,8.058438091036427,0.3863695241018138,-0.8133942934417013,-1.8554628603763146,3182.132952352637,0.08062095218000304,0.7781714365180616,0.11001905702713,21.476914296127116,41.97961905127267,10142.30095237182,-10.39809525636336,0.0,1.0
3976,0.5203568236863253,1.5407136473726506,1.481427294745301,1.3203568236863252,1.5407136473726506,2.0013380888237196,2.020802853294232,2.040267617764744,1.7800892059215814,2.080089205921581,2.3199107940784187,2.3203568236863252,2.040713647372651,2.0013380888237196,1.4411596769805572,0.8407136473726505,2.4,1.3004460296079066,24.784549502000647,15.520356823686324,0.7258394293411535,-0.35452988965048676,-1.9558269340358385,1526.294201615097,10.621694912510044,0.10791971467057682,5.087375018175086,1.5248224439985927,3164.1084745625503,0.07203568236863253,2.009611068658199,-4.126970557188658,5.0707225841555434,41.2995539703921,10126.991079407842,8.008920592158132,0.0,1.0
3977,0.23826074362520164,1.5252163208142138,2.0634770644394154,2.3486948335638105,2.7617392563747982,2.423478512749597,3.179131820122782,3.3513051664361897,4.136522935560585,4.193914050998387,3.9086962818739917,3.7469570254991935,3.4469570254991937,2.9660873973117945,2.404348140936996,2.2704355382487904,4.327826653686593,2.2,13.855653307373185,10.186955577189012,0.44539154993085683,3.9883487202610683,-4.584694978394829,1495.034792369047,2.1373882188174393,0.30982621919353825,14.155914340660424,-7.551215017335051,3085.295644617512,0.05147822308756049,23.01261033287238,-10.587918251097912,-0.6156402725815528,35.00783824016805,10140.0,28.08696281873992,0.0,1.0
3978,1.2855019873610174,1.2782529810415262,1.3,1.3144980126389827,1.4492569557635608,1.0,1.7289960252779653,1.5579920505559304,1.7579920505559303,3.4420079494440694,3.8855019873610175,4.078252981041525,3.7710039747220345,2.7855019873610174,2.3855019873610175,1.7855019873610174,4.078252981041525,1.7855019873610174,25.857992050555932,16.05799205055593,0.559275099368051,0.6451866260619517,-2.550076034429328,1541.7537152211821,9.04925695576356,0.02217470189584739,1.0237765720184013,-7.511489548484246,3160.8624503159745,0.029275099368050866,1.2468429269979762,-8.722268879929665,-12.244617254300026,38.94498012638982,10140.0,-13.912649052076304,0.0,1.0
3979,0.6,2.341869258727057,2.6321808018482336,2.2564019440452925,1.6854673146817643,1.2854673146817643,0.5678191981517667,0.7290653706364715,1.0339095990758833,1.1242211421970596,1.4854673146817643,1.8339095990758834,1.8564019440452928,2.2128038880905856,1.6515577156058807,1.195155771560588,2.6903115431211764,1.2903115431211762,27.559517375257055,19.956401944045293,0.3896884568788238,1.9331994224061857,1.4341813752320398,1532.5328651283353,8.361246172484705,0.567577885780294,5.059518453574926,0.7690348319112503,3174.975778857803,0.1309688456878824,-8.865987751951055,-8.414876646662771,20.862452734342067,33.735980559547066,10115.24221142197,-9.757788578029404,0.0,1.0
3980,1.2695372519135413,2.586663421951904,3.7085630850191813,3.843799326134555,3.9599902658557116,3.692372145298025,3.4571359041826515,3.695226506971085,3.8656989892018325,4.28474429059605,4.1276083864133986,4.0247540247403375,3.4218996630672773,2.4028543616730604,2.438090602788434,1.7085630850191813,4.705708723346121,2.7218996630672776,20.594291276653877,19.800935230317204,0.25752459752596624,2.5546107823261948,3.4528543616730603,1493.4714563832695,8.455216772826796,0.2666682890240481,6.14091471336765,-0.6277408460222729,3128.8142231376437,0.2699064769682794,19.605698989201834,-6.030137326681019,11.368183077159175,39.937204043192665,10095.809546986058,-11.761812055768681,0.0,1.0
3981,0.5504174965302582,2.421901093533141,2.584714215930835,1.9628131223976935,1.4723185900633993,1.6628131223976936,0.353307654731988,0.8,1.7590879711354477,2.2657032805994235,2.546692345268012,2.0904945323342945,2.0028901582017298,2.193384690536024,1.5028901582017298,0.7628131223976936,2.8971098417982706,1.431406561198847,27.99710984179827,20.897944834858787,0.6408670474605189,0.7599550185959665,-4.706075795725648,1533.361592950317,11.3276814099366,0.4806615309463976,-0.06026342492218628,-12.251220172080696,3180.442196835965,0.17409120288645524,-0.06030840632621981,-8.371348652790783,26.74630716624783,45.69691725228818,10102.809890646686,-15.475273383285284,0.14057803164034596,1.0
3982,1.2025199127503103,2.0400531006674942,2.7075597382509313,3.1050398255006204,2.6350132751668736,2.2,1.5487400436248449,1.9761935805407873,2.041180305373914,2.692440261749069,2.643700218124224,2.913726768457971,1.9974800872496896,1.5837533187917185,1.2,1.2675066375834367,3.4462201308745346,1.7837533187917185,25.941180305373916,17.62241371141532,0.5488793144292339,-2.237619358054079,-4.032659183554699,1526.0125995637516,9.064986724833126,0.3556299781875776,-1.2817173573933762,-9.989549118117433,3160.8249336241656,0.024874004362484485,3.5202920536712186,-6.499575668451179,15.440318604004965,38.29131305704265,10121.750663758343,9.874004362484484,0.0,1.0
3983,2.9138198754761735,1.5766722406410163,1.9883361203205083,1.7883361203205081,1.837147634835157,1.525483755155665,1.6859591493498056,1.3883361203205082,1.1302376970970702,1.3721392738736324,2.2604753941941405,2.5092869087087895,2.167385331932227,1.688336120320508,1.4185738174175784,0.4721392738736323,3.306909937738087,1.5580984232234378,21.66047539419414,16.7,0.5663073340338864,8.995699354735333,6.527119566583412,1500.0118848548534,5.446655518717967,0.5811663879679492,14.499884136818636,-0.2684251055301061,3122.9427854774726,0.5618573817417578,14.65381449988182,-5.7661036759229045,28.686290612110838,49.53347169079209,10101.511884854854,1.9762302902929738,0.0,1.0
3984,2.4481287999518715,3.644386399855614,3.670321999879678,3.322193199927807,2.480548299981952,1.7324195000300804,1.412967800012032,1.3675804999699195,1.5129678000120321,1.5259356000240643,1.936161900126338,2.1,2.270321999879678,1.9481287999518713,1.928677099933823,2.335160999939839,3.806483900006016,2.1610965999639036,28.53516099993984,20.658355100054145,0.6828677099933822,1.772267169881483,-3.9041644899945855,1548.5648390000601,10.33516099993984,0.4097258500090242,-0.8964882902472611,-8.06744989964505,3196.0,0.11870321999879678,-2.6525457101137038,-3.5578068000721927,27.97880770025869,47.15461269995789,10125.0,-19.027414999097587,0.037606620034893345,1.0
3985,2.2330559341193235,3.3995839011789855,3.599167802357971,3.199167802357971,3.13180763765628,2.964863571775604,2.797503407073913,3.3958390117898554,3.095422912968841,2.895839011789855,2.6636152753125604,2.533472032940338,2.033472032940338,1.5673601647016908,1.0012482964630434,0.535136428224396,3.998335604715942,2.332639835298309,22.732223736477295,20.14012961407657,0.3664863571775604,11.654942007109542,-3.085852640085508,1471.5145634587354,10.933472032940339,0.16008321976420292,15.834858787345338,-1.9789229274956277,3118.1985675762776,0.1467360164701691,26.513069562414977,0.5713819699747349,2.9623669788495173,36.169440658806764,10065.0,6.611186823864736,0.0,1.0
3986,1.2662713404710901,1.6381470480960654,1.9359477897988357,2.143393688504019,2.3238072004597212,2.5519184425180255,2.406588476394,2.579788129467903,2.660338418107427,2.8601060873733024,2.7688421855071583,2.3657340663887765,2.4428452998125207,1.9296162895480768,1.7322479163266786,1.4994719137108188,3.5253687489866206,1.9165215531781932,20.272804029049503,18.314568302033823,0.7595143899322059,-0.40850119358944453,-0.5785371349905234,1585.131594828437,6.544002170649648,0.5223888750609483,-0.3763908484895757,-1.079958023792827,3220.336031167043,0.7634412466817321,0.9941427725914855,0.05442453642950884,18.246755792892856,49.54148673679837,10183.198441647835,13.360311670433008,0.02623501327307188,1.0
3987,2.0777854495737733,2.8555708991475464,3.341686805131155,3.6333563487213203,2.7639013555573815,2.8472404427377116,2.7694549931639383,2.180562268377052,1.5055536376065566,2.2360986444426185,2.9277681880327835,3.7111072752131133,4.480562268377052,3.675008630770495,3.663901355557382,2.96667817436066,4.488892724786886,2.675008630770495,24.73054500683606,16.0,0.6086115905983608,1.6341755851295114,-2.0886046859819647,1522.5414796666394,10.75279408034427,0.078333908718033,-1.5264177540213222,-9.073623673677053,3149.319334162377,0.11750086307704949,1.5697223181196722,-8.928056226837706,-4.447136873491772,39.091669543590164,10120.555363760655,-44.1669543590165,0.0,1.0
3988,1.3195226791414978,2.296297493209832,3.096617252840658,3.363813474901729,3.4774544847263043,3.391801871817722,3.294455314277193,3.4857820247763778,3.6442173081201763,3.867981098970104,3.6916959723088896,3.4556849004442887,2.9577491585557443,2.367449655176672,2.284366658403589,1.9618947754078528,4.449899806855445,2.538235183198677,19.317443179480357,19.47247854839606,0.5268068645132596,-0.09379612686940608,-1.0195890182353935,1502.7027359676433,9.509173817201312,0.31511909784844616,2.856203873130594,-1.0974656537499308,3140.2752145160393,0.2903851924723412,10.96990458180908,0.6897714160782806,15.812923757991886,41.35549889781509,10091.908261827986,-15.0,0.0,1.0
3989,0.9303346123884504,1.1831376821207313,1.6146023022992106,1.8314646201784794,1.3314646201784794,1.1696653876115497,1.352803069732281,1.344936914687661,1.5516730619422519,2.6224684573438304,2.64606692247769,3.1393307752230992,3.05393307752231,2.4235984651338596,1.8696653876115497,1.4842676899107603,3.3235984651338595,1.3921338449553802,26.37640153486614,20.164059248146987,0.4726944589018363,-2.6142676899107604,1.578770161276643,1563.146023022992,9.78539769770079,0.5276401534866141,-4.733698296067187,4.117205710164836,3206.578661550446,0.21460669224776902,-4.884584742504977,-1.3983137682120732,22.08982992988974,36.64489301520208,10149.60669224777,12.696653876115496,0.0,1.0
3990,1.3538917113009452,1.9669949474798936,2.460772843993792,2.8366949605421117,2.8382411253501214,2.781781365915129,2.8954504280657907,2.897377688257394,2.836611936420296,3.062257504168056,3.148293372369315,2.834246505591024,2.4317609350147085,2.38129064027771,1.9996276598840963,1.7910108356698864,3.901522171265795,2.172992123666262,18.32289123922867,16.684578247845735,0.03538312991382937,0.9523470572835216,-0.36287192810845337,1532.960721452606,6.423374017234126,0.1876915649569147,5.305927311858979,-1.9771894758312425,3157.7691564956913,0.05076625982765874,3.163180906031944,-2.0806021153058043,-21.993978846941957,11.106503931063498,10157.691564956915,-31.53734743537203,0.0,1.0
3991,0.6789933922424932,1.8269875186802649,2.064988987070822,2.064988987070822,2.409992658047215,2.785995594828329,3.2450036709763928,3.0070022025858356,3.038001468390557,3.3719911896566575,3.3719911896566575,3.4929977974141644,2.654996329023607,2.2929977974141647,1.7099926580472147,1.4099926580472149,3.6479941264377715,1.8789933922424933,20.980014683905573,14.578993392242493,0.4967031570396977,-0.17452239295599548,-1.4596862705482914,1574.0051064583154,7.397009544538621,0.2350984581899151,1.8667906023004348,0.1533262107714437,3193.0401174712447,0.2635011012929178,9.121486373920652,-2.040451849153039,5.3619985316094425,34.10102129166308,10195.0,-2.250183548819634,0.0,1.0
3992,0.14386693646262969,1.6329002023469723,1.9877338729252594,1.7096673411565741,1.6987006070409167,2.5109667341156574,2.987733872925259,3.354833670578287,3.4767671388096018,3.0877338729252592,2.9316008093878887,2.9219334682313147,2.8,1.8890332658843425,2.0012993929590834,1.2329002023469722,3.4767671388096018,1.7329002023469722,24.646465722380796,18.69293144476159,0.3561902225816695,-2.7429417401839613,-0.955197571836333,1556.164501011735,11.489033265884343,0.06561330635373704,-4.75538467017654,0.4989864022624125,3200.8066531768686,0.011096673411565741,-13.209189477957443,-3.140509461761264,-15.585862889523185,21.716579684321882,10155.548336705782,24.45166329421713,0.0,1.0
3993,0.1,0.443628292499502,1.1,1.2669115122501493,0.6112743415000996,0.6556371707500498,1.0992654632495518,1.3661769754997013,1.4,1.3450973660003984,1.5781858537502491,1.121814146249751,1.543628292499502,0.9549026339996015,0.6105398047496514,0.4992654632495518,1.9330884877498506,0.7330884877498506,23.34730097625174,13.763707679132798,0.5829451426138265,2.84785064012281,-3.1209421537633633,1531.2749922482133,6.449673226855052,0.4790025207294349,5.535213173466806,0.33565608206006803,3147.895724743751,0.20058914677127712,11.756765685892312,3.394236169356685,14.809342831844319,36.949881859023634,10157.899611410718,11.023970807168677,0.0,1.0
3994,1.434629444260702,2.1999228016266588,2.817569163572963,3.1210006544205413,2.806763742858888,2.5231044867974046,2.111112889262076,2.256707986777305,2.2848306033151475,2.7288791971517243,2.7137590284375794,2.85325450697422,2.1617336879211333,1.8713484577715087,1.552050282939717,1.5526439799352143,3.6451396783084578,2.0037965957270196,22.849176585203658,17.83321700996484,0.5739576063122802,-2.8709202541508043,-3.709256817277247,1524.9169574750879,9.197880315614013,0.27710223588071303,-1.0324040332209954,-7.044126918614385,3157.136034634562,0.07936409468420401,1.2021468222705867,-3.565398729245976,13.16112187708814,38.5604239368772,10117.08478737544,1.0423936877197324,0.0,1.0
3995,0.5759721184694407,1.9742938344983743,1.6519442369388813,1.5312729233504547,1.7726155505273078,1.8726155505273079,2.236307775263654,2.3173147456462937,2.5379860592347203,3.355300804881014,3.475972118469441,3.51899302961736,2.577650402440507,2.1379860592347204,2.158657372823147,1.617314745646294,3.717314745646294,1.7759721184694408,20.384363538324774,14.656979088852081,0.45340975853569576,-0.6704668078305922,-1.7061931374601103,1573.653705087074,5.474293834498374,0.24726155505273079,-1.232153348418076,-0.9162463280536732,3187.430209111479,0.0755300804881014,0.6562050449715855,-3.5428117996687245,8.154768898945385,38.435243963392395,10201.033565679421,8.966434320578673,0.0,1.0
3996,0.12102389234391436,1.0315358385158715,1.1894880538280428,0.7051194617195717,1.8840955693756574,2.689488053828043,2.736928322968257,2.936928322968257,2.736928322968257,3.0684641614841284,2.9789761076560857,3.3579522153121713,2.9264163767962996,1.863071677031743,1.1261433540634862,0.7366553002354432,3.3579522153121713,1.5105119461719572,15.078430062190458,9.6735836232037,0.6589215031095229,-5.043187683145257,-2.8791740205894443,1563.6334469976455,3.794607515547615,0.05894880538280428,-4.256047739011138,2.771215008256884,3152.4218429605426,0.0967918116018501,4.295098956466679,-1.0536245195177592,-7.205938529918013,38.57276455500526,10212.897610765609,-10.52559730859786,0.0,1.0
3997,0.4301769887759446,1.5560177078215363,1.3792920448962216,1.6232743370746852,1.023274337074685,1.8603539775518891,1.6577875955809827,1.1836283146265745,2.9207079551037785,3.427610606805038,1.0887610785683877,0.8956637302696472,1.586194696597481,1.1956637302696471,1.162920359522796,0.9603539775518893,3.5439822921784634,1.223274337074685,26.495663730269648,19.309469033672165,0.6539646022448111,-1.8325574922843706,-1.4672655189396848,1534.9526548316392,7.940442516659571,0.6264690247282243,-2.787407038408905,-7.719619532267342,3170.3619469659748,0.2957787595580983,-7.0832742476352655,-8.3570442606099,31.351858337427707,46.22977874167021,10112.672566292531,-6.163716853734256,0.04189380673443322,1.0
3998,0.24793349828184735,1.0664251855670783,1.321900247422771,1.8664251855670781,1.7554750618556927,1.1554750618556928,1.5890498762886145,1.8,2.6301662542953816,2.6856413161510746,2.8335748144329216,2.3445249381443074,1.7924584364261547,1.4890498762886146,1.5596080652919981,0.9184916872852309,2.9260332508590765,1.2369833745704617,15.891009549828624,12.792458436426154,0.2836258931271697,-1.3934726570444258,-2.4415807570446453,1555.70195967354,6.077375309278463,0.11253088075603111,-0.4296210835046359,-1.9540689065294194,3166.366211529211,0.042944181099661645,0.21426487388342047,-3.8167446759452037,-10.941330034363054,28.891009549828624,10195.0,-4.097596321244729,0.0,1.0
3999,0.34008016985339756,1.1202405095601926,1.3210422080941684,1.201603397067951,1.0813628875077583,1.1797594904398074,1.0404810191203853,0.6,1.119438811026217,1.3797594904398074,2.3793586411728196,2.639278471319422,2.2797594904398073,2.0599198301466024,1.6198396602932048,1.3995991507330123,2.759518980879615,1.1400801698533976,16.057915583811663,14.536472526450508,0.14809620382407707,-2.878276348151953,-4.213587363097272,1528.9919830146603,8.640080169853396,0.13194388110262173,-2.3858316433078652,-4.879098326991547,3152.2815609337185,0.03599198301466024,-1.0705814692794011,-6.843908042510861,-23.45050225079508,12.240481019120384,10151.01202547801,-2.9959915073301224,0.0,1.0
4000,0.4,1.1053712727079206,1.321485090831682,1.4268563635396023,1.321485090831682,1.9731436364603976,2.567772363752477,2.4489729092747554,1.7704580001064376,2.5624010910445567,1.9,1.8080569090618808,1.321485090831682,2.0,1.6946287272920795,1.1,2.5946287272920796,1.2973143636460398,16.251658545628718,13.262401091044557,0.32704580001064376,-2.465829272814358,-3.0060666543074217,1536.6240109104456,6.948341454371285,0.051074254541584097,-2.26,-1.7101110905123695,3148.718008182834,0.020268563635396024,1.7781352550205527,-5.905260963401234,-21.081991817165825,23.499208728356454,10164.865718182302,-9.731436364603978,0.0,1.0
4001,0.9374169594262075,1.2980070262289793,2.0986713508193198,1.5238374319669046,1.1993356754096598,1.0258304057379253,1.3129152028689626,1.9135795274593028,1.6509964868855103,2.213579527459303,2.9516608114758505,2.601992973771021,2.8135795274593027,2.3258304057379253,2.175498243442755,1.9245017565572446,3.4754982434427553,1.5,25.89933567540966,19.238745608606887,0.6472840945081395,-3.5710043122140447,0.6005392850008064,1560.1191871598346,9.49933567540966,0.45360883102455274,-4.6030480677870305,-0.857438437662923,3202.183763174179,0.1685756147950357,-8.19758695323806,-4.428073458688013,26.238559964137966,43.83095935799172,10146.87084797131,-40.61254391393112,0.0,1.0
4002,1.1440524881332617,1.2247580094933905,1.555947511866738,2.393568507120043,2.6720262440666307,2.8032157464399785,2.8,2.9344052488133263,3.0935685071200427,3.1,2.9967842535600213,2.8623790047466953,2.2688104976266525,3.0495160189867816,2.587137014240086,2.5430845261068242,3.4279737559333694,1.9279737559333692,15.821542263053411,10.804495568827083,0.47752419905066096,-0.387752215586459,-6.410802317562773,1520.8279737559333,3.100155930180333,0.1665594751186674,8.050574301026973,-6.558326516613434,3117.6462678916023,0.17881049762665233,18.536465917010467,-0.6303807086216868,1.026037831880494,33.94533231052037,10160.321574643998,28.440524881332617,0.0,1.0
4003,1.1130870174473877,1.9827175436184694,2.720679385904617,2.646853420799393,3.2316686838849336,3.382717543618469,3.4468534207993926,3.554445789256622,3.8620381577138523,3.882717543618469,3.9751251751612395,3.8468534207993925,3.462038157713852,2.8206793859046173,2.3,1.7,4.118581666437546,2.433766403352005,20.98691298255261,16.070429035582137,0.5576424385217255,2.3831560708893313,-0.687512517516124,1580.9070916678122,10.768331316115066,0.12020977194670715,8.51553522736593,1.0314291310616164,3214.82467193296,0.5943456491276305,15.439932252368497,1.672708051929745,-3.4192787299091725,38.455846445252064,10200.0,52.06793859046173,0.0,1.0
4004,0.6923750186578589,1.0614374720132118,1.715687583960365,2.0004376212760824,2.3237501865785886,1.5080626026182236,1.5304999253685647,1.1152499626842824,1.8385625279867883,2.0156875839603647,2.1237501865785884,2.7309375466446473,1.461875093289294,1.0080626026182236,1.254250111947153,1.1,2.9156875839603646,1.3771250559735766,25.67756267724966,18.545749888052846,0.7278000298525742,-1.7551624384290658,-4.001462692175946,1541.8453122667768,8.431375167920729,0.5338562527986789,-2.9939875391815036,-4.87396899721663,3175.4237501865787,0.33013128638282474,-3.340055625894621,-9.106461945861593,28.986062901143967,44.23987539181503,10122.309375466446,-9.618750932892942,0.0,1.0
4005,1.5907270367587387,2.021585793305127,2.4866048839220922,2.8583297729170116,2.9706799676223303,3.003858899938263,3.0156813880199076,3.1004471138396794,3.205544697097131,3.269265943525349,3.2171373448632914,2.9576406110000284,2.5745690563011694,2.289085880522525,2.086853501865147,1.928173585980397,4.181978528647768,2.3024382848970393,18.97236078750235,16.775879737499217,0.050552614844093104,0.754925682966309,-0.8905543089026916,1535.560300656252,5.581405885940146,0.18638196062488238,5.61231717201832,-3.2734710993663345,3158.1055261484407,0.058793986874960784,2.675680711713407,-2.5089460090595397,-16.53769214530397,15.282405250015685,10159.54774507811,-34.547745078110296,0.0,1.0
4006,1.324299073361169,1.755607483914405,3.0303738417014614,2.686915894467641,2.2616822522546975,2.224299073361169,1.418224305020877,1.1556074839144048,1.0878504633194155,1.755607483914405,2.1121495366805845,2.1,1.9939252316597078,2.9364486100417535,2.361682252254697,1.9121495366805845,3.0929906628079333,1.6121495366805845,27.455607483914406,20.81121496782881,0.6681775694979123,-3.2023364504509395,-2.939018723946764,1586.9299066280794,9.4,0.7062616821106471,-4.263971967182672,-1.370093471045929,3234.9252337838207,0.1668691589446764,-6.39635509651357,-2.977242986485386,34.85163553089249,45.08504675676409,10166.565420527662,-11.869158944676409,0.0,1.0
4007,3.4432726407716183,1.8760626541656087,2.1822946648808013,2.026558002678798,2.191147332440401,2.1,2.191147332440401,1.6796740080363946,1.24164268095359,1.1973793431555932,2.217705335119199,2.6088526675595993,2.473441997321202,1.8468839946424036,1.6,0.30623201071519257,3.717705335119199,1.7911473324404006,21.3387821024916,16.655736662202003,0.41416426809535906,8.67673069981295,2.825177387409649,1499.252476742566,4.608852667559599,0.5449504651486811,15.40889115156764,-5.724793829734659,3118.031160053576,0.5614093981248413,16.614256977230216,-13.099102012108478,26.918024966515024,50.69900930297362,10100.44263337798,4.557366622020031,0.0,1.0
4008,0.9273726112921672,2.7097978931763205,3.975505267059199,4.19510105341184,4.275505267059199,4.029393679528962,3.7636863056460834,4.129393679528961,4.419595786352641,4.865707373882879,4.426515801177596,4.192223175060474,3.506920014824955,2.431414747765756,2.560808427294718,1.9412126409420767,4.904898946588161,2.885303160235519,20.321616854589436,20.10116425812222,0.23832820919987246,1.7066367582272282,3.3035829866155377,1492.5979789317632,8.803185326359017,0.2237170504468487,4.507708781947157,0.07415856228581141,3129.285368694144,0.21,19.945511820450037,-4.38853686941439,8.777647292345627,38.324187284933146,10095.979789317633,-15.73484198822404,0.0,1.0
4009,1.2627987563556742,0.5441981345335113,1.4069968908891854,1.4883962690670227,0.8813993781778371,0.8697956472448598,1.0813993781778373,1.7883962690670225,1.1255975127113484,2.076792538134045,3.379182588979439,3.5837894290232306,3.0581919163118823,2.4325944036005342,2.513993781778371,2.06979564724486,3.5837894290232306,1.4883962690670227,26.23959129448972,20.416383832623765,0.3802216789198398,-3.881416704342537,2.026570859214205,1585.7201243644326,8.267405596399465,0.3474402487288652,-7.016401158788465,0.7807516675830173,3225.1970901642135,0.05046068400437918,-4.1028991521226175,-2.3647592143048333,16.825250989417356,36.64146156039412,10180.58018654665,13.720124364432579,0.0,1.0
4010,1.5861808001213122,2.613223915904401,3.178008336988957,3.59687898963969,3.269835873856602,3.2132239159044014,2.84026703168749,2.4106981895183783,3.264784421084556,3.9811293473492664,2.005646736746333,4.607577179158069,3.021396379036756,1.4081724631323553,1.8081724631323552,1.5326898525294215,5.148439494819845,2.2566119579522006,29.548439494819846,24.040267031687492,0.4251560505180155,0.3349468550260757,-3.3039671747713206,1540.1225869469854,9.627043115783088,0.7045913768433822,-3.722170248203329,-9.606494593359223,3196.4056467367463,0.6258542400363937,-3.660447309081655,-8.42523342236809,37.4198358738566,50.76671486349629,10096.352155789154,4.056467367463325,0.6857947116389649,1.0
4011,0.41654960099928773,1.3649744173466263,2.046877767164864,1.7085078031748602,1.6278194430051283,1.540572566101086,1.8168947488689648,1.3658156319787833,1.280691955023396,2.198358669805774,2.286339545973401,2.3551851641317287,2.0488176225871806,1.842233832773417,1.3686640782421637,0.8989996406670389,2.46280778892244,1.2969623311034255,24.72161502921584,19.47388918258376,0.7678226913676891,0.17344485561726497,-3.536519261268314,1528.6738258594407,9.378248021391256,0.6669530343776265,-1.0430849595082314,-5.262625857141679,3172.478100267391,0.1195641161192505,3.12085910313288,-3.314329288007384,33.99321900307356,46.27807915967633,10101.739313980124,42.60897097018737,0.0,1.0
4012,0.7023342949160887,1.1023342949160888,2.1395467657946665,2.093031177196444,0.8860623543928885,1.330243648075022,1.2465155885982222,3.2232407633267557,2.7139376456071114,2.9162719405232003,3.569756351924978,4.276725174728534,3.9860282924481782,2.7744249417571556,2.165121824037511,1.5558187063178666,4.406968822803556,1.7093031177196445,26.80233429491609,20.774424941757154,0.5855818706317866,-3.6890662820335645,1.0715795073297256,1580.1163741263574,8.5837280594768,0.5911637412635733,-7.56369399753209,0.9304396094274494,3222.4536547211255,0.2153484411401778,-7.876248097161903,-0.9479229779368175,32.70235132588844,48.123240763326756,10160.465155885982,-15.0,0.0,1.0
4013,0.4,1.070450030471373,1.2963062538089216,1.4073874923821568,1.3332437157197055,1.9741437766624514,2.5482875533249025,2.448287553324903,1.8258562233375486,2.640631208101862,1.9997311471591162,1.877568670012646,1.370181177630489,2.048018700484019,1.729549969528627,1.118468730955392,2.6738749238215673,1.311081238573235,16.288918761426764,13.329549969528628,0.3248287553324903,-2.4752250152356865,-2.9122969035669124,1536.0396259903196,7.014506131923429,0.04889187614267649,-2.1318270071695804,-1.5715581543286965,3148.4274693403827,0.02,2.1057685481271537,-5.718475750313521,-21.50550552249597,23.419544142318927,10164.07656345223,-10.369374619107838,0.0,1.0
4014,0.7709697460733982,1.7732727483171706,2.980181755048488,2.844242494390569,2.1396364899030242,2.4884849887811376,2.439636489903024,2.00830323373265,2.4861819865373653,2.288484988781138,2.3663637415858534,2.2175152427077394,1.8419394921467964,1.9976969977562273,1.5686667438296258,1.3976969977562277,3.468666743829626,1.695393995512455,17.899091224757562,15.9,0.2912909238220195,6.825514779729984,-2.036473257592701,1498.6221212471953,6.232727483171707,0.18778787528047156,17.59527205385054,-1.212073859463782,3115.0184861462253,0.1929030253926602,26.62690279390378,5.020095932907392,4.960363510096976,37.987090761779804,10117.557575056095,60.11515011218862,0.0,1.0
4015,0.32986789939733085,1.594801849095996,2.1649339496986655,2.4649339496986653,1.905198150904004,0.950660503013346,0.4,0.8610568048213536,1.0610568048213536,1.2766512575333648,2.2558586539173495,2.3610568048213536,2.190924704218684,2.3350660503013345,1.7,1.0597357987946616,2.8155944527120114,1.3051981509040038,20.664933949698664,15.902642012053384,0.3374009245479981,-0.45325099114507145,-1.0791902217434324,1527.1299537726002,6.480528402410677,0.44688110945759774,4.470809778256568,1.9621221969629832,3149.6365588027334,0.17325099114507145,10.271323235041525,1.7523125625396379,11.068811094575977,29.767575961752048,10140.0,-4.740092454799811,0.0,1.0
